id,Sex,Diameter,Length,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
12856,F,1.25,1.5625,0.4875,36.1456125,13.99047825,7.41339425,10.9145575,17
12857,M,1.2875,1.6125,0.425,34.74231225,14.72756525,8.8166945,10.489315,12
12858,F,1.2875,1.575,0.3875,35.59279725,14.50076925,8.60407325,11.056305,11
12859,F,1.4125,1.7,0.525,42.807745,14.911837,9.525432,12.3320325,12
12860,M,0.8625,1.125,0.3,13.494362,6.25106475,2.608154,3.8271825,12
12861,I,0.5375,0.75,0.225,3.89805625,1.17650425,0.94970825,1.247378,5
12862,I,0.925,1.175,0.2625,14.69921575,6.42116175,3.10427025,3.685435,8
12863,M,0.5875,0.825,0.1875,4.55009475,1.88524175,0.86465975,1.2757275,9
12864,I,0.65,0.875,0.2,5.3013565,2.33883375,1.09145575,1.70097,7
12865,I,0.375,0.5,0.075,1.020582,0.510291,0.18427175,0.29766975,5
12866,M,1.225,1.525,0.375,32.601925,15.03940975,6.56290925,9.7238785,11
12867,M,0.9375,1.2125,0.3,15.3370795,7.49844275,2.9199985,4.3941725,8
12868,M,1.0625,1.425,0.3625,26.23746225,10.47514025,5.54232725,7.654365,24
12869,F,1.0875,1.425,0.3625,22.77882325,10.33339275,4.97533725,6.3786375,9
12870,F,1.1125,1.425,0.3625,25.92561775,12.57300325,5.2446575,6.9456275,8
12871,I,0.9875,1.2625,0.3,16.68368075,7.3425205,3.345241,4.9611625,7
12872,F,1.1875,1.5375,0.3625,29.937072,14.21727425,6.4920355,7.5126175,9
12873,I,0.95,1.25,0.3125,14.968536,7.32834575,3.5436875,4.29494925,7
12874,F,0.875,1.1375,0.275,12.99824575,5.6699,2.778251,3.685435,10
12875,F,0.9125,1.1875,0.3125,14.52911875,6.4920355,3.1467945,4.6776675,10
12876,M,1.25,1.575,0.4375,35.25260325,17.16562225,7.5693165,11.056305,14
12877,I,0.675,0.9125,0.2125,5.8683465,2.19708625,1.51669825,1.984465,6
12878,I,1.1,1.4375,0.35,26.52095725,11.8784405,5.14543425,7.37087,8
12879,F,1.1625,1.475,0.375,30.71668325,12.71475075,6.93145275,8.50485,13
12880,M,1.2,1.5625,0.4125,34.0194,16.499409,7.32834575,9.4970825,11
12881,I,0.8125,1.1,0.3125,12.417081,5.499803,2.50893075,3.40194,7
12882,F,1.4125,1.725,0.4875,50.2636635,20.2698925,10.24834425,13.324265,18
12883,M,1.125,1.3875,0.375,24.7491135,9.2135875,6.95980225,6.0951425,10
12884,M,1.2125,1.525,0.425,32.545226,15.80484625,6.917278,6.9456275,9
12885,M,1.1875,1.575,0.375,33.40988575,10.9712565,5.40057975,8.788345,11
12886,M,1.1875,1.5,0.4,29.9087225,8.68912175,6.67630725,9.56795625,19
12887,I,0.425,0.5875,0.1,1.814368,0.737087,0.29766975,0.510291,5
12888,I,0.65,0.825,0.225,5.1312595,2.721552,1.11980525,1.474174,6
12889,M,1,1.2875,0.4125,24.0687255,9.87980075,4.06815325,7.200773,16
12890,F,1.25,1.65,0.425,40.66735775,18.9091165,9.015141,11.056305,9
12891,I,0.825,1.0875,0.275,10.27669375,4.46504625,2.84912475,3.5436875,7
12892,I,1.1625,1.4625,0.4625,30.43318825,11.793392,4.5075705,10.77281,13
12893,I,0.8125,1.0375,0.25,9.25611175,4.7910655,1.97029025,2.9766975,7
12894,F,1.4375,1.8,0.525,49.99434325,23.530085,11.566596,14.18892475,9
12895,I,1,1.275,0.3,18.46969925,8.6465975,4.63514325,5.2446575,8
12896,M,1.0625,1.35,0.375,24.84833675,12.28950825,5.93922025,6.0951425,9
12897,F,1,1.25,0.3125,17.78931125,6.973977,4.309124,4.3941725,9
12898,I,1.0625,1.375,0.3375,22.1409595,9.8372765,5.556502,6.0951425,9
12899,I,0.7,0.975,0.25,8.66077225,4.72019175,1.70097,2.4097075,6
12900,F,1.325,1.7,0.5,42.354153,20.56756225,9.5537815,11.283101,10
12901,I,0.8125,1.0375,0.3,10.44679075,4.6776675,2.08368825,3.5436875,7
12902,F,1.075,1.375,0.375,31.6096925,14.61416725,6.010094,8.20718025,12
12903,I,0.6375,0.85,0.225,4.819415,1.7860185,0.8788345,1.2757275,6
12904,F,1.275,1.6,0.4375,42.2124055,16.499409,8.6465975,12.54465375,17
12905,M,0.7625,0.8875,0.275,7.9662095,2.6932025,1.70097,2.83495,12
12906,I,0.975,1.2875,0.3625,15.37960375,6.42116175,3.5436875,5.2446575,9
12907,M,1.0125,1.4625,0.5,32.205032,10.61688775,7.3425205,9.19941275,14
12908,M,0.95,1.2125,0.325,14.13222575,5.3580555,3.58621175,4.3941725,10
12909,F,1.1,1.45,0.425,24.59319125,11.0846545,5.5281525,7.2291225,15
12910,I,0.95,1.2125,0.3375,15.5071765,6.5487345,3.50116325,4.819415,8
12911,M,1.1875,1.4875,0.4125,28.689694,10.9712565,6.22271525,7.654365,16
12912,F,1.2625,1.625,0.475,39.859397,19.6462035,8.674947,11.1980525,11
12913,F,1.175,1.5625,0.375,32.375129,13.79203175,7.01650125,8.51902475,13
12914,I,0.4875,0.6875,0,2.3530085,1.1056305,0.80796075,0.69456275,5
12915,M,1.1875,1.5625,0.4,33.46658475,13.62193475,7.86698625,9.3269855,11
12916,I,0.8375,1.125,0.275,13.08329425,6.25106475,2.42388225,3.75630875,9
12917,M,0.5625,0.775,0.1875,4.40834725,1.68679525,0.86465975,1.13398,7
12918,I,0.525,0.7,0.1875,3.13261975,1.28990225,0.80796075,0.850485,6
12919,I,0.525,0.725,0.1875,3.13261975,1.17650425,0.77961125,0.9922325,7
12920,M,1.225,1.525,0.4125,32.601925,16.3009625,6.95980225,7.93786,10
12921,I,0.8875,1.1625,0.3125,14.118051,6.520385,2.8066005,3.96893,8
12922,F,0.9875,1.275,0.3625,23.85610425,6.78970525,5.11708475,7.087375,13
12923,M,1.25,1.5625,0.3875,29.27085875,13.834556,7.0023265,8.15048125,11
12924,I,1.075,1.4,0.375,25.2027055,9.28446125,5.329706,8.221355,8
12925,I,0.6625,0.9,0.2375,6.577084,2.83495,1.23320325,2.1829115,6
12926,F,1.3,1.7,0.425,42.82191975,20.695135,10.70193625,11.283101,11
12927,M,1.225,1.5625,0.425,34.5013415,18.01610725,5.40057975,8.50485,10
12928,F,1.0125,1.35,0.2875,19.15008725,8.97261675,4.9044635,5.953395,9
12929,M,1.2,1.5375,0.4125,32.78619675,14.4865945,7.7961125,8.50485,11
12930,I,0.9375,1.2625,0.3,14.81261375,6.4353365,2.99087225,4.195726,7
12931,I,0.6875,0.9,0.225,6.13766675,3.061746,1.0489315,1.74349425,6
12932,M,1.025,1.375,0.3125,20.79435825,9.87980075,4.12485225,5.499803,9
12933,M,1.0625,1.425,0.375,24.7491135,10.90038275,5.2446575,6.6621325,8
12934,F,1.2125,1.5,0.375,34.6147395,14.50076925,7.4559185,8.788345,8
12935,F,0.8875,1.1625,0.3125,14.118051,6.02426875,4.252425,3.96893,9
12936,I,0.6375,0.85,0.1875,5.06038575,2.438057,0.86465975,1.417475,7
12937,F,1.1125,1.425,0.3625,22.97726975,10.3475675,4.422522,5.839997,9
12938,F,1.3125,1.625,0.425,38.55532,17.76096175,8.391452,10.3475675,11
12939,I,1.0875,1.4,0.375,25.41532675,11.66581925,6.93145275,6.5487345,8
12940,M,1.1375,1.5375,0.3875,33.40988575,14.69921575,8.68912175,8.68912175,9
12941,F,1.2625,1.6375,0.4375,37.32211675,15.77649675,7.98038425,11.623295,15
12942,F,1.1,1.375,0.3375,23.00561925,10.489315,5.783298,7.37087,13
12943,M,1.15,1.45,0.3875,24.62154075,9.87980075,5.37223025,10.0640725,12
12944,I,1.1875,1.5,0.3875,27.895908,12.3320325,5.57067675,7.654365,8
12945,M,1.375,1.675,0.4875,48.874538,14.5432935,7.881161,15.025235,20
12946,I,0.9625,1.2625,0.325,18.824068,8.83086925,4.309124,5.6699,11
12947,M,1.1375,1.4625,0.375,28.7180435,13.05494475,7.4559185,7.89533575,8
12948,F,1.275,1.6375,0.4375,38.838815,17.73261225,8.0229085,10.61688775,10
12949,M,1.1875,1.5,0.4125,31.2694985,12.60135275,7.540967,10.0640725,9
12950,F,1.075,1.375,0.3125,21.715717,9.82310175,4.4508715,6.520385,7
12951,I,0.4875,0.675,0.1625,2.48058125,0.97805775,0.623689,0.850485,5
12952,F,0.85,1.1,0.2625,11.1413535,4.55009475,2.50893075,3.2601925,7
12953,I,1.175,1.525,0.3625,31.51046925,13.70698325,6.973977,8.3631025,10
12954,I,0.7875,1,0.225,8.5331995,3.798833,1.9561155,2.438057,7
12955,M,0.925,1.175,0.2625,13.02659525,5.54232725,3.288542,4.252425,8
12956,M,0.9,1.175,0.2875,14.69921575,5.88252125,3.4869885,4.706017,11
12957,I,0.8,1.025,0.2375,10.95708175,4.9044635,2.097863,3.005047,7
12958,M,1.1,1.425,0.375,29.29144075,14.33067225,6.90310325,6.9456275,8
12959,M,1.35,1.6375,0.4375,34.8415355,13.8062065,7.257472,11.3398,10
12960,M,1.2125,1.5625,0.4875,38.96638775,14.75591475,7.64019025,13.324265,17
12961,M,0.7625,1.025,0.2625,8.5331995,3.515338,2.1262125,2.9766975,7
12962,M,1.1125,1.425,0.375,24.664065,11.38232425,4.72019175,7.2291225,8
12963,M,0.275,0.4125,0.1,0.41106775,0.21262125,0.15592225,0.1417475,4
12964,I,0.75,1,0.275,7.6260155,2.778251,1.85689225,2.4097075,5
12965,I,0.9625,1.2375,0.3125,16.896302,7.24329725,3.5436875,5.953395,12
12966,I,0.7625,1.0125,0.225,8.845044,3.75630875,1.80019325,2.36718325,7
12967,F,1.1125,1.4125,0.425,27.839209,11.15552825,6.123492,8.9300925,15
12968,I,0.375,0.525,0.1375,1.304077,0.4252425,0.18427175,0.29766975,5
12969,M,0.875,1.0875,0.2875,12.94154675,5.68407475,2.9199985,3.2601925,7
12970,I,0.5,0.6875,0.175,2.721552,1.0489315,0.52446575,0.850485,5
12971,M,0.9875,1.3125,0.3,16.9813505,7.3992195,3.912231,4.762716,9
12972,I,1.0125,1.2625,0.325,17.7184375,8.32057825,3.8838815,4.53592,8
12973,I,1.1375,1.3125,0.425,27.71163625,9.8372765,5.79747275,8.788345,12
12974,M,1.2375,1.5125,0.45,32.33260475,12.71475075,7.087375,9.922325,11
12975,M,1.125,1.45,0.425,27.895908,13.891255,5.783298,7.5126175,11
12976,M,0.85,1.075,0.275,11.60912025,4.69184225,2.87747425,3.8271825,8
12977,F,0.675,0.875,0.2,5.10291,2.11203775,0.75126175,1.70097,6
12978,F,1.0625,1.3375,0.375,23.37416275,11.1413535,5.71242425,6.80388,9
12979,M,1.25,1.6125,0.4125,31.96406125,13.9763035,6.90310325,9.922325,10
12980,I,0.7125,0.9625,0.225,8.8733935,3.44446425,1.60174675,2.6932025,6
12981,F,1.2125,1.5625,0.4875,35.3518265,11.396499,5.62737575,13.16834275,20
12982,F,1.125,1.375,0.375,23.26076475,10.489315,4.97533725,7.37087,10
12983,I,0.9375,1.275,0.3125,16.9813505,8.09378225,2.93417325,4.55009475,9
12984,M,0.8125,1.075,0.3375,9.128539,4.43669675,1.60174675,3.5436875,9
12985,F,1.2125,1.525,0.3875,31.5529935,14.84096325,6.10931725,8.788345,9
12986,F,0.95,1.2125,0.375,15.12445825,6.73300625,3.81300775,5.2446575,10
12987,I,0.65,0.875,0,5.0745605,1.99863975,0.97805775,1.70097,6
12988,M,1.4375,1.8,0.5125,51.7378375,26.7902775,10.20582,13.31009025,9
12989,I,0.725,0.975,0.2375,7.01650125,3.912231,1.7293195,2.36718325,6
12990,M,1.375,1.7125,0.475,44.15434625,19.94387325,9.3836845,11.3398,11
12991,F,1.2125,1.525,0.4375,33.57998275,15.12445825,7.49844275,9.2135875,11
12992,M,1.2375,1.5875,0.4875,40.78075575,16.726205,8.051258,12.0485375,22
12993,M,1.3125,1.5875,0.4875,37.37881575,15.0535845,7.3992195,13.1825175,21
12994,I,0.4,0.575,0.1,1.304077,0.5386405,0.29766975,0.35436875,4
12995,F,1.2375,1.5875,0.475,37.23706825,19.391058,8.51902475,7.7961125,9
12996,F,1.2625,1.5875,0.4,37.024447,16.612807,8.77417025,11.12717875,11
12997,F,1.0875,1.4,0.3875,22.792998,9.6671795,5.88252125,6.6621325,9
12998,I,0.75,0.975,0.2375,7.9095105,3.2601925,1.5025235,2.551455,6
12999,M,1.3625,1.7375,0.5375,51.29842025,23.28911425,11.396499,12.3320325,12
13000,I,0.9875,1.2875,0.3,17.36406875,9.128539,3.86970675,4.819415,9
13001,M,1.175,1.45,0.35,26.818627,11.623295,5.556502,8.788345,9
13002,I,0.675,0.925,0.2375,5.443104,2.2963095,1.304077,1.8427175,6
13003,F,1.2875,1.6125,0.4625,35.50774875,16.37183625,8.5898985,9.7238785,10
13004,M,0.9875,1.25,0.4,21.432222,7.8528115,4.69184225,7.2291225,14
13005,M,1.0625,1.3125,0.35,21.41804725,11.32562525,4.52174525,6.7755305,9
13006,I,0.6875,0.8625,0.25,6.95980225,3.44446425,1.51669825,2.1262125,7
13007,F,1.1375,1.4625,0.4,25.92561775,8.50485,5.9250455,8.164656,10
13008,I,0.9,1.175,0.3375,13.721158,5.74077375,2.62232875,4.7343665,14
13009,M,1.2,1.5625,0.35,29.78114975,13.60776,6.56290925,8.0796075,10
13010,I,0.5,0.6875,0.1625,2.16873675,0.793786,0.1417475,0.7087375,5
13011,I,0.6375,0.825,0.2,5.3013565,2.33883375,1.09145575,1.417475,5
13012,M,1.15,1.4625,0.425,28.462898,12.00601325,6.25106475,8.6465975,12
13013,F,1.2125,1.55,0.4375,35.25260325,20.05727125,8.731646,7.7961125,11
13014,M,1.2125,1.5,0.45,34.529691,17.10892325,6.973977,8.50485,8
13015,I,0.8,1.1,0.25,14.35902175,7.72523875,2.608154,2.9766975,6
13016,M,1.3125,1.625,0.4625,43.0628905,18.8524175,8.71747125,10.2341695,10
13017,I,0.7375,0.9,0.2375,7.78193775,3.1467945,1.54504775,2.59397925,6
13018,F,1.1,1.375,0.3625,20.14231975,7.69688925,4.89028875,7.2291225,13
13019,M,1.2375,1.5,0.4,31.34037225,10.149121,7.7961125,9.22776225,14
13020,I,0.6125,0.8,0.2125,4.819415,1.85689225,1.190679,1.48834875,7
13021,F,1.25,1.6125,0.4375,36.78347625,16.8112535,8.901743,8.6465975,11
13022,I,1.05,1.3625,0.3875,21.035329,9.6671795,4.479221,5.8116475,9
13023,I,0.6375,0.85,0.2125,5.10291,2.1262125,1.09145575,1.5592225,5
13024,I,0.8125,1.025,0.25,10.77281,4.97533725,2.05533875,2.76407625,8
13025,F,1.225,1.5375,0.475,31.96406125,11.4815475,7.32834575,11.90679,15
13026,F,1.025,1.3,0.3375,18.01610725,7.8528115,4.082328,5.2446575,10
13027,M,0.925,1.2125,0.3125,13.33843975,5.6982495,2.70737725,4.819415,9
13028,F,1.0875,1.4375,0.375,24.79163775,11.7083435,4.649318,6.066793,8
13029,I,0.95,1.1875,0.2875,14.16057525,7.29999625,2.8066005,4.53592,8
13030,M,1.1,1.4125,0.425,31.2127995,12.303683,5.79747275,8.50485,13
13031,F,1.375,1.6875,0.45,47.95317925,21.16290175,11.60912025,11.4815475,11
13032,F,1.1,1.4,0.3875,26.01066625,11.04213025,5.896696,7.37087,9
13033,F,1.4625,1.875,0.5375,57.6345335,21.488921,11.60912025,18.41300025,12
13034,F,1.1,1.3625,0.375,23.79940525,10.432616,4.479221,6.520385,11
13035,M,1.2125,1.575,0.4125,35.210079,13.664459,8.15048125,10.6310625,11
13036,I,0.4375,0.625,0.1625,2.99087225,1.1056305,0.41106775,0.9922325,5
13037,M,1.1625,1.425,0.35,25.51455,11.8784405,4.989512,6.9456275,9
13038,F,1.1625,1.5,0.4,29.937072,12.2753335,6.76135575,8.9300925,9
13039,I,1.0125,1.2625,0.3375,19.74542675,9.87980075,3.89805625,5.10291,8
13040,M,0.8625,1.1,0.2875,11.89261525,4.7910655,2.551455,3.685435,9
13041,I,1.1125,1.425,0.4,26.2232875,9.82310175,6.25106475,7.7961125,11
13042,I,0.8125,1.0875,0.3,10.44679075,4.6776675,1.077281,3.5436875,8
13043,F,1.125,1.5125,0.3875,31.56716825,12.8990225,8.60407325,8.94426725,9
13044,M,1,1.3125,0.3125,19.050864,9.355335,3.64291075,4.9611625,8
13045,I,0.7875,1.025,0.25,8.63242275,3.41611475,1.74349425,2.551455,7
13046,I,0.925,1.175,0.3,15.87572,7.9095105,3.8838815,4.3941725,8
13047,I,0.7,0.9625,0.2375,7.86698625,3.52951275,1.4458245,1.71514475,6
13048,I,0.725,0.9875,0.2375,8.63242275,3.515338,2.097863,2.26796,7
13049,F,1.225,1.5625,0.425,31.3261975,14.67086625,9.53960675,9.07184,11
13050,M,1.2875,1.65,0.45,38.00250475,14.86931275,8.4198015,11.056305,11
13051,M,1.25,1.5625,0.375,39.2073585,16.3576615,7.98038425,10.77281,12
13052,M,1.225,1.5,0.4125,31.2694985,14.35902175,6.406987,9.355335,12
13053,M,1.125,1.5125,0.3875,27.78251,10.489315,4.69184225,8.221355,16
13054,M,1.2,1.6,0.45,41.4753185,17.70426275,8.43397625,12.2186345,13
13055,M,0.975,1.2875,0.3375,17.08057375,7.29999625,3.33106625,5.386405,8
13056,I,0.8125,1.0875,0.275,11.49572225,5.499803,2.608154,2.83495,7
13057,M,1.175,1.475,0.3875,27.91008275,12.26115875,6.13766675,8.3631025,10
13058,M,1.2,1.55,0.425,32.88542,15.5071765,7.767763,8.6465975,8
13059,F,1.275,1.625,0.375,38.612019,20.79435825,7.01650125,9.63883,11
13060,M,1.2875,1.6125,0.425,41.40444475,18.5689225,9.96484925,9.07184,11
13061,I,0.5125,0.6875,0.1875,3.515338,1.54504775,0.793786,1.13398,6
13062,M,1.325,1.7125,0.5125,50.56133325,20.08562075,9.99319875,12.0485375,14
13063,M,1.1875,1.5,0.375,27.385617,13.947954,6.860579,7.5126175,11
13064,I,0.8375,1.15,0.275,13.04077,5.74077375,2.5231055,3.2601925,8
13065,F,0.6125,0.8125,0.2125,4.91863825,2.0128145,0.850485,1.8427175,10
13066,M,1.0875,1.4125,0.3625,26.365035,11.963489,6.0951425,8.0796075,11
13067,M,1.2125,1.5625,0.3875,30.43318825,13.87708025,5.839997,8.788345,11
13068,I,0.95,1.25,0.325,14.92601175,5.99591925,3.86970675,4.1106775,11
13069,M,1.1875,1.5375,0.45,33.8776525,13.67863375,7.27164675,9.355335,14
13070,M,1.2375,1.575,0.375,32.034935,12.984071,6.93145275,8.9300925,12
13071,M,1.4,1.625,0.525,47.62716,19.6462035,10.21999475,12.3320325,12
13072,F,1.1,1.375,0.4125,26.64853,9.08601475,5.2446575,8.221355,12
13073,I,0.8875,1.175,0.2625,11.623295,5.14543425,2.48058125,3.5436875,9
13074,I,1.125,1.4125,0.3875,25.27357925,10.149121,4.77689075,7.37087,11
13075,M,1.2125,1.5125,0.3875,34.0477495,13.5794105,7.881161,9.355335,19
13076,F,1.3,1.6,0.45,41.276872,14.52911875,8.49067525,13.60776,20
13077,F,1.2125,1.525,0.425,32.0065855,16.4143605,7.41339425,8.788345,10
13078,F,1.1625,1.4625,0.35,26.64853,11.0846545,5.57067675,7.2291225,13
13079,F,1.1625,1.45,0.375,25.33027825,11.49572225,5.74077375,6.23689,10
13080,M,0.8875,1.1,0.3,14.0330025,6.066793,2.2963095,3.96893,8
13081,I,0.725,0.95,0.225,7.9662095,3.40194,1.48834875,2.1262125,8
13082,M,0.9625,1.25,0.3375,17.76096175,7.10154975,4.082328,4.9611625,9
13083,I,0.5625,0.75,0.175,4.80524025,1.97029025,1.247378,1.2757275,3
13084,F,1.25,1.6375,0.4375,41.673765,17.293195,8.63242275,10.489315,12
13085,M,1.2125,1.55,0.4375,27.839209,10.47514025,5.99591925,10.0640725,18
13086,M,0.8875,1.175,0.2875,13.0124205,5.1312595,3.30271675,4.1106775,8
13087,M,1.0875,1.4375,0.35,28.22192725,11.18387775,6.22271525,8.0796075,8
13088,I,0.675,0.9,0.2375,5.6415505,2.48058125,0.94970825,1.8427175,8
13089,I,1.05,1.3625,0.4625,25.0326085,8.29222875,4.46504625,9.07184,14
13090,I,0.7,0.95,0.2375,6.8322295,3.04757125,1.70097,2.14038725,7
13091,F,1.3,1.625,0.4375,37.32211675,15.03940975,7.824462,12.757275,12
13092,I,1,1.3375,0.3375,16.42853525,6.42116175,4.195726,5.953395,13
13093,M,1,1.2875,0.3125,18.5689225,9.62465525,4.03980375,4.819415,8
13094,F,1,1.2875,0.325,19.447757,9.76640275,3.6570855,5.2446575,8
13095,F,0.9875,1.2375,0.3125,18.27125275,7.12989925,4.5642695,5.386405,10
13096,F,1.3375,1.7125,0.5375,45.245802,20.2131935,9.015141,13.1825175,15
13097,I,0.7875,1.025,0.25,9.07184,3.69960975,1.8994165,3.118445,17
13098,M,1.3,1.625,0.45,36.61337925,16.839603,8.164656,10.44679075,10
13099,F,1.175,1.525,0.425,34.6147395,15.2803805,6.3786375,10.77281,19
13100,F,1.2625,1.6125,0.4625,39.87357175,19.391058,8.85921875,9.4970825,10
13101,M,1.2375,1.6125,0.4375,33.29648775,16.4710595,7.69688925,8.0796075,10
13102,F,1.4,1.7375,0.475,47.18774275,22.8213475,10.56018875,11.4815475,9
13103,M,1.175,1.525,0.3625,28.066005,10.659412,6.87475375,8.788345,10
13104,M,1.175,1.525,0.4125,29.5118295,12.34620725,5.88252125,8.6465975,17
13105,I,0.625,0.8375,0.225,5.20213325,2.05533875,1.304077,1.8427175,5
13106,M,1.075,1.4125,0.375,24.84833675,10.432616,4.706017,7.2291225,12
13107,M,1.175,1.5125,0.4375,31.127751,11.509897,6.36446275,8.9300925,19
13108,M,1.25,1.5625,0.4,36.967748,16.42853525,6.93145275,9.2135875,11
13109,M,1.3625,1.7,0.4375,51.7378375,19.674553,11.169703,14.5999925,15
13110,I,1.0375,1.375,0.3125,18.6256215,8.60407325,3.98310475,4.9611625,9
13111,F,1.125,1.4625,0.4375,26.69105425,10.78698475,6.36446275,8.221355,12
13112,F,1.225,1.6375,0.4625,38.90968875,16.17338975,7.52679225,10.0640725,8
13113,M,1.0875,1.35,0.3625,21.21960075,8.334753,3.98310475,7.087375,10
13114,I,0.675,0.9,0.225,6.36446275,2.6932025,1.26155275,1.7860185,8
13115,I,0.425,0.5375,0.1375,1.814368,0.66621325,0.396893,0.56699,5
13116,F,1.2,1.525,0.4,32.16250775,15.80484625,7.41339425,9.4970825,9
13117,I,1.075,1.375,0.375,24.6357155,12.587178,4.8477645,6.6054335,9
13118,F,0.9875,1.25,0.3125,18.313777,8.34892775,3.98310475,4.9611625,9
13119,I,0.8,1.1125,0.275,10.33339275,4.5075705,1.51669825,2.9766975,7
13120,I,0.8125,1,0.2,9.93649975,4.8477645,1.70097,2.83495,6
13121,M,1.15,1.475,0.4125,26.80445225,10.149121,4.89028875,8.0796075,10
13122,I,0.65,0.8875,0.2125,5.613201,2.05533875,1.3324265,1.70097,7
13123,M,1.2625,1.6125,0.4625,37.40716525,15.46465225,7.3425205,10.0640725,12
13124,F,1.05,1.35,0.35,22.43862925,10.02154825,4.60679375,6.520385,9
13125,F,1.0125,1.325,0.325,18.18620425,8.561549,3.912231,5.10291,10
13126,I,0.925,1.175,0.325,13.777857,5.40057975,3.1467945,4.252425,10
13127,I,0.9375,1.25,0.3375,18.597272,9.56795625,3.92640575,5.10291,7
13128,I,0.8125,1.075,0.3,10.33339275,5.953395,2.25378525,2.9766975,6
13129,I,0.5,0.6875,0.175,2.99087225,14.0330025,0.32601925,0.89300925,5
13130,M,0.9625,1.2375,0.3125,17.95940825,8.3064035,4.60679375,4.1106775,11
13131,F,0.975,1.2625,0.3,16.88212725,8.164656,3.67126025,4.74854125,8
13132,F,1.1125,1.375,0.4,28.4345485,10.6877615,6.2085405,9.07184,23
13133,M,1.025,1.3375,0.3625,19.1359125,8.1930055,4.2807745,6.6621325,12
13134,F,1.075,1.4125,0.375,23.43086175,11.7083435,5.00368675,6.13766675,9
13135,F,1.25,1.5875,0.4375,36.55668025,16.8112535,8.63242275,9.4970825,11
13136,I,1.175,1.5375,0.3875,30.5324115,12.85649825,6.463686,8.77417025,9
13137,I,1,1.3125,0.35,17.7184375,6.64795775,3.27436725,5.953395,16
13138,M,1.275,1.55,0.4375,36.0322145,10.9145575,7.597666,13.324265,20
13139,F,1.2,1.525,0.475,35.25260325,10.035723,9.39785925,11.623295,23
13140,F,1.3125,1.675,0.5,44.5370645,17.78931125,9.128539,12.0485375,13
13141,M,1.3625,1.6625,0.475,43.20406575,16.96717575,7.824462,12.417081,15
13142,I,1,1.2625,0.3,20.184844,9.2135875,4.4508715,5.2446575,8
13143,M,1.225,1.575,0.425,31.48211975,14.13222575,6.90310325,8.9300925,11
13144,F,0.8875,1.1125,0.3125,14.10387625,6.9456275,4.025629,3.96893,11
13145,I,0.9875,1.2875,0.2875,18.58309725,7.35669525,4.0539785,4.7910655,9
13146,F,1.275,1.6,0.4625,39.41997975,18.21455375,8.29222875,9.7805775,12
13147,F,1.2375,1.5375,0.475,32.998818,12.3320325,7.47009325,9.4970825,13
13148,I,0.9375,1.2,0.325,13.1258185,5.37223025,3.07592075,4.7343665,9
13149,M,0.65,0.8375,0.2,5.20213325,2.211261,1.6159215,1.70097,6
13150,I,0.9125,1.2125,0.3125,14.18892475,6.05261825,2.90582375,4.819415,9
13151,I,0.675,0.9125,0.2375,5.556502,2.19708625,0.86465975,1.65844575,6
13152,I,1.075,1.3875,0.3625,22.5378525,10.4609655,3.81300775,6.23689,19
13153,F,1.0625,1.4375,0.4,23.5584345,9.412034,5.1879585,6.0951425,10
13154,F,1.3125,1.625,0.425,36.55668025,14.81261375,9.7805775,10.77281,12
13155,M,0.975,1.2875,0.35,22.15513425,9.87980075,4.57844425,6.010094,10
13156,F,1.175,1.5375,0.4375,37.98833,17.13727275,9.39785925,9.7805775,9
13157,I,1,1.25,0.3125,16.40018575,7.540967,3.64291075,5.6699,7
13158,I,0.975,1.25,0.35,15.195332,6.78970525,3.30271675,3.96893,8
13159,F,1.1,1.375,0.3375,25.86891875,13.6361095,5.17378375,6.6621325,8
13160,M,1.125,1.425,0.4,24.720764,12.1052365,5.48562825,6.066793,8
13161,M,0.975,1.2625,0.3375,21.58814425,10.262519,4.69184225,5.14543425,8
13162,M,1.2625,1.5375,0.4375,33.12639075,13.04077,7.200773,11.7650425,20
13163,F,1.175,1.525,0.375,32.16250775,16.9246515,7.41339425,8.3631025,9
13164,M,1,1.25,0.35,18.030282,7.18659825,4.195726,4.3941725,7
