ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,location,quality
4486,7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,white,California,6
4487,6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,white,California,6
4488,8.1,0.28,0.34,1.3,0.035,11,126,0.99232,3.14,0.5,9.8,white,California,6
4489,9.4,0.4,0.31,2.2,0.09,13,62,0.9966,3.07,0.63,10.5,red,Texas,6
4490,8.6,0.18,0.36,1.8,0.04,24,187,0.9956,3.25,0.55,9.5,white,California,6
4491,5.8,0.34,0.21,6.6,0.04,50,167,0.9941,3.29,0.62,10,white,Texas,5
4492,7.3,0.29,0.29,4.6,0.029,27,155,0.9931,3.07,0.26,10.6,white,California,6
4493,6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1,white,California,6
4494,6.7,0.26,0.39,1.1,0.04,45,147,0.9935,3.32,0.58,9.6,white,California,8
4495,7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.566666667,red,California,6
4496,7.2,0.39,0.54,1.4,0.157,34,132,0.99449,3.11,0.53,9,white,California,6
4497,7.9,0.28,0.49,7.7,0.045,48,195,0.9954,3.04,0.55,11,white,California,6
4498,7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,white,Texas,5
4499,5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,white,California,8
4500,5.6,0.26,0.27,10.6,0.03,27,119,0.9947,3.4,0.34,10.7,white,California,7
4501,7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,white,California,8
4502,6.3,0.39,0.16,1.4,0.08,11,23,0.9955,3.34,0.56,9.3,red,Texas,5
4503,8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,red,Texas,5
4504,7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,white,California,7
4505,6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,white,California,6
4506,7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,white,California,6
4507,6.3,0.22,0.3,2,0.05,23,120,0.99204,3.24,0.47,10.4,white,California,6
4508,6.1,0.28,0.23,4.2,0.038,13,95,0.98898,2.97,0.7,13.1,white,Texas,6
4509,5.9,0.32,0.28,4.7,0.039,34,94,0.98964,3.22,0.57,13.1,white,California,7
4510,5.3,0.21,0.29,0.7,0.028,11,66,0.99215,3.3,0.4,9.8,white,California,5
4511,7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,white,California,6
4512,7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,white,California,5
4513,6.9,0.3,0.36,4.5,0.054,31,203,0.99513,3.4,0.57,10.4,white,Texas,4
4514,7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,red,California,6
4515,7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,red,Texas,5
4516,6.7,0.21,0.37,2.5,0.034,35,89,0.9913,3.25,0.5,11,white,California,7
4517,7.8,0.56,0.12,2,0.082,7,28,0.997,3.37,0.5,9.4,red,Texas,6
4518,6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,white,California,6
4519,5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,white,California,6
4520,9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,red,Califormia,5
4521,9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,red,California,7
4522,7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,red,California,6
4523,7.5,0.35,0.28,9.6,0.051,26,157,0.9969,3.12,0.53,9.2,white,Texas,6
4524,6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,white,California,7
4525,7.1,0.23,0.39,13.7,0.058,26,172,0.99755,2.9,0.46,9,white,California,6
4526,8,0.61,0.38,12.1,0.301,24,220,0.9993,2.94,0.48,9.2,white,Texas,5
4527,8.4,0.17,0.31,5.4,0.052,47,150,0.9953,3.24,0.38,9.8,white,Texas,5
4528,6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,white,California,7
4529,6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,white,California,7
4530,6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,white,California,7
4531,9.2,0.14,0.37,1.1,0.034,36,84,0.99136,3.05,0.55,11.6,white,California,6
4532,10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,red,California,6
4533,6.3,0.3,0.24,6.6,0.04,38,141,0.995,3.22,0.47,9.5,white,Texas,5
4534,5.9,0.33,0.32,8.1,0.038,9,34,0.9911,3.22,0.36,12.7,white,California,7
4535,5.8,0.28,0.34,4,0.031,40,99,0.9896,3.39,0.39,12.8,white,California,7
4536,7.2,0.19,0.46,3.8,0.041,82,187,0.9932,3.19,0.6,11.2,white,California,7
4537,7.5,0.38,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,white,California,6
4538,6.1,0.27,0.3,16.7,0.039,49,172,0.99985,3.4,0.45,9.4,white,Texas,5
4539,8.7,0.3,0.59,1.7,0.046,10,70,0.99373,3.06,0.56,10.8,white,Texas,4
4540,6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,white,California,5
4541,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,white,California,6
4542,7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,red,California,6
4543,8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,white,Texas,4
4544,7.4,0.28,0.25,11.9,0.053,25,148,0.9976,3.1,0.62,9.2,white,Texas,5
4545,6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,white,Texas,8
4546,6.2,0.3,0.31,1.2,0.048,19,125,0.98999,3.32,0.54,12.6,white,California,6
4547,8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,red,California,6
4548,8,0.34,0.25,6.4,0.035,38,103,0.99148,2.91,0.23,12.2,white,California,6
4549,6.5,0.29,0.42,10.6,0.042,66,202,0.99674,3.24,0.53,9.5,white,California,6
4550,8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,red,Texas,5
4551,5.7,0.21,0.32,0.9,0.038,38,121,0.99074,3.24,0.46,10.6,white,California,6
4552,11.9,0.58,0.66,2.5,0.072,6,37,0.9992,3.05,0.56,10,red,Texas,5
4553,8,0.18,0.37,1.3,0.04,15,96,0.9912,3.06,0.61,12.1,white,Texas,6
4554,7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,white,California,6
4555,7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3,white,California,7
4556,8.3,0.28,0.4,7.8,0.041,38,194,0.9976,3.34,0.51,9.6,white,California,6
4557,6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,white,California,6
4558,7.2,0.19,0.31,1.6,0.062,31,173,0.9917,3.35,0.44,11.7,white,Texas,6
4559,8,0.14,0.33,1.2,0.045,71,162,0.9914,3.07,0.47,11,white,California,6
4560,6.4,0.27,0.17,8.4,0.044,60,198,0.99578,3.21,0.47,9.4,white,Texas,5
4561,7.1,0.4,0.52,1.3,0.148,45,149,0.99468,3.08,0.56,8.7,white,Texas,5
4562,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,white,California,7
4563,7,0.12,0.19,4.9,0.055,27,127,0.9953,3.29,0.41,9.4,white,Texas,5
4564,7.7,0.2,0.44,13.9,0.05,44,130,0.99855,3.11,0.48,10,white,California,6
4565,7.3,0.18,0.29,1,0.036,26,101,0.99,3.09,0.37,11.7,white,California,6
4566,5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,white,Texas,5
4567,6.8,0.24,0.29,2,0.044,15,96,0.99232,3.23,0.64,10.4,white,California,8
4568,7,0.18,0.26,1.4,0.044,46,89,0.99256,3.39,0.48,10.7,white,California,7
4569,6.8,0.15,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,white,Texas,6
4570,6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,white,California,7
4571,8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11,red,Texas,5
4572,7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,white,California,5
4573,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,red,California,6
4574,10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,red,California,7
4575,8.2,0.23,0.4,7.5,0.049,12,76,0.9966,3.06,0.84,9.7,white,Texas,6
4576,7.6,0.27,0.25,13.9,0.05,45,199,0.9984,3.34,0.5,9.8,white,California,6
4577,8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,red,California,5
4578,6.2,0.27,0.49,1.4,0.05,20,74,0.9931,3.32,0.44,9.8,white,California,6
4579,6.8,0.17,0.32,1.4,0.04,35,106,0.99026,3.16,0.66,12,white,California,5
4580,8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,red,California,7
4581,6.3,0.36,0.3,4.8,0.049,14,85,0.9932,3.28,0.39,10.6,white,Texas,5
4582,6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,white,California,5
4583,9.3,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9,red,California,6
4584,6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2,white,Texas,5
4585,5.8,0.24,0.44,3.5,0.029,5,109,0.9913,3.53,0.43,11.7,white,Texas,3
4586,6.3,0.41,0.33,4.7,0.023,28,110,0.991,3.3,0.38,12.5,white,California,7
4587,6.6,0.21,0.39,2.3,0.041,31,102,0.99221,3.22,0.58,10.9,white,California,7
4588,9.4,0.29,0.55,2.2,0.05,17,119,0.9962,3.12,0.69,10.3,white,Texas,4
4589,7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,red,California,6
4590,5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,white,California,5
4591,8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,white,California,6
4592,6.3,0.24,0.74,1.4,0.172,24,108,0.9932,3.27,0.39,9.9,white,California,6
4593,5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,white,California,6
4594,7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,red,Texas,5
4595,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,red,California,6
4596,7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,white,California,6
4597,6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,red,Texas,5
4598,6.8,0.37,0.67,1.5,0.175,16,98,0.99244,3.06,0.56,10.3,white,California,6
4599,7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,white,California,6
4600,9,0.29,0.34,12.1,0.03,34,177,0.99706,3.13,0.47,10.6,white,Texas,5
4601,6.9,0.26,0.31,7,0.039,37,175,0.99376,3.32,0.49,11.4,white,California,6
4602,8.2,0.26,0.44,1.3,0.046,7,69,0.9944,3.14,0.62,10.2,white,Texas,4
4603,7.2,0.34,0.23,8.9,0.105,22,155,0.99692,3.01,0.58,9.5,white,California,5
4604,7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,white,California,6
4605,7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8,red,California,6
4606,7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,white,California,5
4607,8.5,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6,red,California,7
4608,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,white,California,7
4609,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,white,Texas,5
4610,5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,white,California,7
4611,6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,white,Texas,5
4612,9.2,0.18,0.49,1.5,0.041,39,130,0.9945,3.04,0.49,9.8,white,California,7
4613,6,0.39,0.17,12,0.046,65,246,0.9976,3.15,0.38,9,white,California,6
4614,7.1,0.53,0.24,0.8,0.029,29,86,0.993,3.16,0.32,9.1,white,Texas,4
4615,7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,red,Texas,6
4616,6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,white,California,5
4617,6.5,0.24,0.24,1.6,0.046,15,60,0.9928,3.19,0.39,9.8,white,Texas,5
4618,6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,white,Texas,6
4619,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,white,Texas,5
4620,6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,white,California,6
4621,9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,red,Texas,5
4622,8,0.34,0.49,9,0.033,39,180,0.9936,3.13,0.38,12.3,white,Texas,8
4623,5.8,0.3,0.23,1.5,0.034,37,121,0.98871,2.96,0.34,12.1,white,California,6
4624,6.7,0.29,0.49,4.7,0.034,35,156,0.9945,3.13,0.45,9.9,white,California,6
4625,7.3,0.23,0.34,9.3,0.052,19,86,0.99574,3.04,0.56,10,white,California,5
4626,6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,white,California,7
4627,7.5,0.755,0,1.9,0.084,6,12,0.99672,3.34,0.49,9.7,red,Texas,4
4628,6.6,0.25,0.35,2.9,0.034,38,121,0.99008,3.19,0.4,12.8,white,California,6
4629,8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,red,Texas,5
4630,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,white,California,8
4631,8.2,0.68,0.3,2.1,0.047,17,138,0.995,3.22,0.71,10.8,white,Texas,4
4632,9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9,red,California,6
4633,8.2,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6,red,Texas,4
4634,6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,white,California,6
4635,6.5,0.41,0.64,11.8,0.065,65,225,0.9978,3.12,0.51,8.9,white,Texas,5
4636,6.6,0.27,0.41,1.3,0.052,16,142,0.9951,3.42,0.47,10,white,Texas,6
4637,6.9,0.24,0.35,1,0.052,35,146,0.993,3.45,0.44,10,white,Texas,6
4638,6.2,0.3,0.31,1.6,0.035,40,106,0.98914,3.26,0.39,12.9,white,California,7
4639,7.1,0.14,0.33,1,0.104,20,54,0.99057,3.19,0.64,11.5,white,California,6
4640,5.3,0.6,0.34,1.4,0.031,3,60,0.98854,3.27,0.38,13,white,California,6
4641,6.4,0.38,0.19,4.5,0.038,36,119,0.99151,3.07,0.42,11.2,white,Texas,6
4642,6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,red,Texas,4
4643,7.5,0.27,0.31,5.8,0.057,131,313,0.9946,3.18,0.59,10.5,white,Texas,5
4644,7.3,0.65,0,1.2,0.065,15,21,0.9946,3.39,0.47,10,red,Texas,7
4645,7.2,0.27,0.42,1.6,0.05,35,135,0.992,2.94,0.46,11,white,California,6
4646,6.5,0.37,0.33,3.9,0.027,40,130,0.9906,3.28,0.39,12.7,white,California,7
4647,8,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,red,Texas,6
4648,7.2,0.26,0.4,6.3,0.047,52,172,0.99573,3.18,0.53,9.5,white,California,6
4649,7.7,0.32,0.48,2.3,0.04,28,114,0.9911,3.2,0.52,12.8,white,California,7
4650,6.8,0.22,0.35,5.5,0.043,21,114,0.9938,3.3,0.53,10.7,white,California,7
4651,7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,red,California,6
4652,6.2,0.355,0.35,2,0.046,31,95,0.98822,3.06,0.46,13.6,white,California,6
4653,6.1,0.28,0.25,6.9,0.056,44,201,0.9955,3.19,0.4,9.1,white,California,6
4654,7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,white,California,6
4655,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,white,California,7
4656,7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,white,California,6
4657,7.5,0.21,0.32,4.8,0.056,39,113,0.99393,3.11,0.52,10.2,white,California,7
4658,6.1,0.17,0.28,4.5,0.033,46,150,0.9933,3.43,0.49,10.9,white,California,6
4659,7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,white,California,6
4660,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,white,California,5
4661,7.9,0.35,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,red,Texas,5
4662,6.3,0.2,0.24,1.7,0.052,36,135,0.99374,3.8,0.66,10.8,white,California,6
4663,7.4,0.29,0.25,3.8,0.044,30,114,0.992,3.11,0.4,11,white,California,6
4664,6.3,0.25,0.44,11.6,0.041,48,195,0.9968,3.18,0.52,9.5,white,Texas,5
4665,6.1,0.41,0.04,1.3,0.036,23,121,0.99228,3.24,0.61,9.9,white,California,6
4666,7.7,0.16,0.41,1.7,0.048,60,173,0.9932,3.24,0.66,11.2,white,California,7
4667,7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,red,Texas,5
4668,8,0.81,0.25,3.4,0.076,34,85,0.99668,3.19,0.42,9.2,red,Texas,5
4669,8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,red,Texas,6
4670,6.1,0.22,0.38,2.8,0.144,12,65,0.9908,2.95,0.64,11.4,white,California,6
4671,6.2,0.25,0.47,11.6,0.048,62,210,0.9968,3.19,0.5,9.5,white,Texas,5
4672,6.6,0.31,0.49,7.7,0.05,52,220,0.9964,3.12,0.45,8.8,white,Texas,5
4673,7.8,0.21,0.34,11.9,0.039,55,140,0.9959,3.02,0.31,10.3,white,California,6
4674,6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,white,California,7
4675,6.8,0.31,0.09,1.4,0.04,56,145,0.9922,3.19,0.46,10,white,Texas,5
4676,6,0.27,0.32,3.6,0.035,36,133,0.99215,3.23,0.46,10.8,white,California,6
4677,6.7,0.18,0.25,14.3,0.048,79,149,0.9975,3.12,0.37,9.7,white,Texas,5
4678,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,white,California,7
4679,6.2,0.25,0.48,10,0.044,78,240,0.99655,3.25,0.47,9.5,white,California,6
4680,7.5,0.49,0.19,1.9,0.076,10,44,0.9957,3.39,0.54,9.7,red,Texas,5
4681,6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5,white,California,6
4682,5.5,0.16,0.26,1.5,0.032,35,100,0.99076,3.43,0.77,12,white,California,6
4683,9.5,0.21,0.47,1.3,0.039,21,123,0.9959,2.9,0.64,9.5,white,Texas,5
4684,6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,red,California,6
4685,6.3,0.26,0.29,2.2,0.043,35,175,0.9918,3.38,0.43,11.6,white,California,6
4686,6.4,0.35,0.2,5.7,0.034,18,117,0.9944,3.33,0.43,10.1,white,Texas,5
4687,7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,white,California,6
4688,6.9,0.34,0.36,1.4,0.032,13,145,0.99214,3.07,0.52,9.8,white,Texas,5
4689,7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,white,California,6
4690,7.4,0.3,0.22,1.4,0.046,16,135,0.9928,3.08,0.77,10.4,white,Texas,7
4691,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,white,California,6
4692,7,0.16,0.26,6.85,0.047,30,220,0.99622,3.38,0.58,10.1,white,California,6
4693,6.6,0.17,0.28,1.1,0.034,55,108,0.98939,3,0.52,11.9,white,California,7
4694,7.3,0.15,0.4,2,0.05,24,92,0.9932,3.14,0.45,10.5,white,Texas,5
4695,6.4,0.17,0.34,1.5,0.093,43,136,0.9938,3.25,0.49,9.6,white,California,6
4696,6.2,0.12,0.34,1.5,0.045,43,117,0.9939,3.42,0.51,9,white,Texas,6
4697,4.9,0.47,0.17,1.9,0.035,60,148,0.98964,3.27,0.35,11.5,white,California,6
4698,8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,red,California,7
4699,7.3,0.26,0.24,1.7,0.05,10,112,0.99286,3.11,0.43,9.9,white,California,5
4700,7.1,0.09,0.3,6.2,0.032,24,134,0.993,2.99,0.39,10.9,white,Texas,6
4701,5.9,0.26,0.27,18.2,0.048,52,168,0.9993,3.35,0.44,9.4,white,Texas,5
4702,7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,white,Texas,6
4703,7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,red,Texas,5
4704,6.5,0.3,0.28,11.45,0.041,29,109,0.99418,2.98,0.3,10.9,white,California,6
4705,9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,red,Texas,5
4706,9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,red,California,6
4707,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,white,California,6
4708,7.7,0.3,0.32,1.6,0.037,23,124,0.9919,2.93,0.33,11,white,California,6
4709,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,white,Texas,6
4710,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,white,Texas,6
4711,7.9,0.22,0.38,8,0.043,46,152,0.9934,3.12,0.32,11.5,white,California,7
4712,6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,white,California,5
4713,6.6,0.38,0.18,1.2,0.042,20,84,0.9927,3.22,0.45,10.1,white,Texas,4
4714,6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,white,California,7
4715,7,0.25,0.32,9,0.046,56,245,0.9955,3.25,0.5,10.4,white,Texas,6
4716,7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,red,Texas,5
4717,6.7,0.75,0.12,2,0.086,12,80,0.9958,3.38,0.52,10.1,red,Texas,5
4718,6.2,0.27,0.47,1.2,0.146,28,105,0.99224,3.23,0.51,10.1,white,California,5
4719,5.6,0.12,0.26,4.3,0.038,18,97,0.99477,3.36,0.46,9.2,white,California,5
4720,6.7,0.13,0.29,5.3,0.051,31,122,0.9944,3.44,0.37,9.7,white,California,6
4721,6.4,0.28,0.41,6.8,0.045,61,216,0.9952,3.09,0.46,9.4,white,Texas,5
4722,7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,white,California,6
4723,5.6,0.35,0.4,6.3,0.022,23,174,0.9922,3.54,0.5,11.6,white,California,7
4724,5.4,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,white,California,7
4725,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,white,California,7
4726,10.3,0.43,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,red,Texas,6
4727,6.7,0.25,0.26,13.5,0.06,50,156,0.99784,3.39,0.46,9.9,white,California,6
4728,6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,white,California,5
4729,6.1,0.16,0.24,1.4,0.046,17,77,0.99319,3.66,0.57,10.3,white,California,6
4730,7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,white,Texas,5
4731,6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,white,California,5
4732,6.3,0.18,0.24,3.4,0.053,20,119,0.99373,3.11,0.52,9.2,white,California,6
4733,6.4,0.32,0.31,1.9,0.037,34,126,0.99,3.06,0.45,11.8,white,California,6
4734,6.8,0.27,0.28,13.3,0.076,50,163,0.9979,3.03,0.38,8.6,white,California,6
4735,9.2,0.46,0.23,2.6,0.091,18,77,0.99922,3.15,0.51,9.4,red,Texas,5
4736,8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,red,Texas,5
4737,5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13,white,California,7
4738,5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,red,California,7
4739,6.9,0.2,0.34,1.9,0.043,25,136,0.9935,3.31,0.6,10.1,white,Texas,4
4740,8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,white,California,7
4741,5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,white,California,6
4742,5.9,0.24,0.26,12.3,0.053,34,134,0.9972,3.34,0.45,9.5,white,California,6
4743,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,white,Texas,5
4744,5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3,white,California,6
4745,7.6,0.2,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3,white,California,6
4746,5.9,0.415,0.02,0.8,0.038,22,63,0.9932,3.36,0.36,9.3,white,Texas,5
4747,6.8,0.26,0.26,2,0.019,23.5,72,0.99041,3.16,0.47,11.8,white,California,6
4748,7,0.24,0.26,1.7,0.041,31,110,0.99142,3.2,0.53,11,white,Texas,6
4749,7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,white,Texas,5
4750,6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4,white,Texas,6
4751,8.5,0.49,0.11,2.3,0.084,9,67,0.9968,3.17,0.53,9.4,red,Texas,5
4752,9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,red,California,7
4753,8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11,red,California,6
4754,6.3,0.23,0.22,3.75,0.039,37,116,0.9927,3.23,0.5,10.7,white,California,6
4755,5.9,0.19,0.37,0.8,0.027,3,21,0.9897,3.09,0.31,10.8,white,California,5
4756,7.9,0.65,0.01,2.5,0.078,17,38,0.9963,3.34,0.74,11.7,red,California,7
4757,9.8,0.44,0.47,2.5,0.063,9,28,0.9981,3.24,0.65,10.8,red,California,6
4758,10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,red,California,6
4759,6,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6,white,Texas,5
4760,10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,red,California,8
4761,7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,white,California,5
4762,10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,red,California,6
4763,6.9,0.33,0.31,7.7,0.04,29,135,0.99226,3.11,0.57,12.3,white,California,5
4764,6.8,0.33,0.3,2.1,0.047,35,147,0.9886,3.24,0.56,13.4,white,Texas,6
